4.834946440965800285e+00,4.100721223398788418e+00
5.656212255149727142e+00,4.618453064311767164e+00
3.688565449927872830e+00,6.187547163520283888e+00
5.659559272682996856e+00,5.250025479779552029e+00
5.526148485799802224e+00,5.084913120832027289e+00
4.918587131727933937e+00,6.426774961747173442e+00
4.108131883626544578e+00,5.000102943139906664e+00
4.636820047901316855e+00,5.234336097289290279e+00
4.357938209197788737e+00,5.537138467983677259e+00
3.461980338743368968e+00,4.392675611396125390e+00
4.770006646971429731e+00,4.552843934123966818e+00
6.566891214053777404e+00,4.522378761470912778e+00
5.806156841569644733e+00,6.332312149171658078e+00
4.291746566384635919e+00,4.833338593977157593e+00
4.565951131699032217e+00,4.671865627774925755e+00
4.572945455360750699e+00,4.799438901489874176e+00
5.112455747818064999e+00,3.907897910677782694e+00
3.470322241874096214e+00,3.214304237251346841e+00
5.469277043646357583e+00,6.312066456237145573e+00
5.342177121176257870e+00,5.040362822869537851e+00
4.883306456516438132e+00,5.452337621242477006e+00
4.847757333160492621e+00,4.224469439159647344e+00
6.256609927300951668e+00,4.121720475377435022e+00
6.583063937335488447e+00,3.708736098717730911e+00
6.361017689705089850e+00,5.401580753987742511e+00
4.891701420533226319e+00,5.145263114723577225e+00
4.950754836085278221e+00,5.817220868965740088e+00
4.738573178149749765e+00,4.325910182159386608e+00
5.083096426908189969e+00,3.988268218740047111e+00
6.419468677159164471e+00,5.349685260325880876e+00
4.135713484108387128e+00,4.308368567676410521e+00
5.285225573005392086e+00,3.295879887427797250e+00
4.074742781326521346e+00,2.572548314678560377e+00
6.499974283534085018e+00,5.199538920897595951e+00
7.093355949594700505e+00,5.307889291925922848e+00
3.394547645895459986e+00,5.433107623889564586e+00
4.624848435337087338e+00,3.426557986287946278e+00
3.990880422630102231e+00,4.243649998509114063e+00
5.792454953760410419e+00,7.270675206543906199e+00
6.780741237753431960e+00,4.993387671649151649e+00
5.626390816601271716e+00,5.187765847954850074e+00
5.780439799778539722e+00,5.802341075375164081e+00
3.824062307222852564e+00,5.430451131437838086e+00
5.555616666361537170e+00,4.993566725466007661e+00
4.650056847087707723e+00,4.770324578103788404e+00
3.832888196320952900e+00,5.269043065194379594e+00
4.160060248840212971e+00,4.666224153387370954e+00
5.275203750921840573e+00,4.635944813055577818e+00
5.359655315072538784e+00,4.455738680100949090e+00
5.932727692082561788e+00,4.535497732203653598e+00
